Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"70348","2020-03-27 23:27:34","3","74","<neural-network><deep-learning><image-classification><convolution>","1",""
"70349","2020-03-27 23:42:57","1","123","<machine-learning><neural-network><keras><categorical-data>","1",""
"70354","2020-03-28 07:48:56","0","45","<deep-learning><tensorflow><clustering><image-classification><image-recognition>","1",""
"70357","2020-03-28 09:21:42","1","12","<machine-learning><python><recommender-system>","0",""
"70358","2020-03-28 09:22:36","1","29","<python><deep-learning><keras><tensorflow>","0",""
"70361","2020-03-28 11:38:39","1","20","<python><tensorflow><object-detection>","0",""
"70364","2020-03-28 13:08:52","1","45","<r><regression><class-imbalance><smote>","0",""
"70366","2020-03-28 13:54:42","1","15","<machine-learning><scikit-learn><feature-selection>","0",""
"71360","2020-03-28 15:07:26","-1","27","<machine-learning><scikit-learn><svm><features>","1",""
"71362","2020-03-28 15:12:00","1","50","<deep-learning><keras><image-classification>","1",""
"71368","2020-03-28 16:55:44","1","49","<python><matplotlib><mathematics>","0",""
"71372","2020-03-28 18:02:54","1","118","<deep-learning><computer-vision>","1",""
"71375","2020-03-28 18:59:09","0","196","<word-embeddings><embeddings>","1",""
"71377","2020-03-28 20:01:14","1","49","<python><predictive-modeling><machine-learning-model>","0","1"
"71379","2020-03-28 21:13:31","0","266","<machine-learning><python><image-classification><computer-vision><image-preprocessing>","0",""
"71380","2020-03-28 21:15:30","1","162","<neural-network><deep-learning><regression><loss-function><backpropagation>","0","1"
"71382","2020-03-28 22:14:40","1","41","<dataset>","1","1"
"71384","2020-03-28 22:35:50","1","517","<deep-learning><word-embeddings><pytorch>","1","1"
"71385","2020-03-28 22:49:55","1","132","<scikit-learn><nlp><class-imbalance><data-augmentation><smote>","1",""
"71386","2020-03-28 23:18:05","2","40","<machine-learning><python><dataset><visualization><self-driving>","1",""
"71387","2020-03-28 23:55:35","0","247","<data-cleaning><python-3.x>","1",""
"71391","2020-03-29 01:56:33","1","53","<time-series><statistics><anomaly-detection><autoencoder>","1",""
"71392","2020-03-29 05:16:30","1","15","<scikit-learn><random-forest><overfitting>","1",""
"71393","2020-03-29 05:39:42","1","47","<python><classification><scikit-learn><adaboost>","1",""
"71394","2020-03-29 06:34:02","1","15","<machine-learning><neural-network><r><time-series>","0",""
"71397","2020-03-29 09:13:18","0","27","<predictive-modeling><accuracy>","1",""
"81678","2020-09-14 12:42:25","0","31","<nlp><learning><semantic-similarity>","1",""
"81681","2020-09-14 12:59:36","4","210","<bert><transformer><question-answering><huggingface>","1","1"
"81682","2020-09-14 13:42:52","1","102","<neural-network><deep-learning><dataset><representation>","2","1"
"81685","2020-09-14 14:14:13","0","19","<machine-learning>","1",""
"81688","2020-09-14 14:37:00","0","51","<python><data-mining>","1",""
"81694","2020-09-14 15:22:22","0","47","<machine-learning>","1",""
"81695","2020-09-14 15:56:27","1","41","<word><bag-of-words>","1",""
"81697","2020-09-14 16:14:12","0","28","<machine-learning><python><scikit-learn><svm>","1",""
"81702","2020-09-14 18:08:12","1","26","<machine-learning><classification><training><accuracy><pickle>","1",""
"81704","2020-09-14 18:46:25","3","28","<xgboost><regularization><boosting>","1",""
"81705","2020-09-14 19:14:51","2","27","<scikit-learn><random-forest><hyperparameter-tuning><grid-search>","0",""
"81708","2020-09-14 21:26:43","3","46","<machine-learning><machine-learning-model><k-nn><ai>","0",""
"81710","2020-09-14 21:45:12","1","37","<neural-network><deep-learning><pytorch>","1",""
"81714","2020-09-14 23:05:23","0","81","<deep-learning><ann>","0",""
"81716","2020-09-15 00:00:33","0","12","<python><classification><scikit-learn><numpy>","0",""
"81717","2020-09-15 00:57:39","0","10","<statistics>","0",""
"81719","2020-09-15 07:31:21","0","43","<word><bag-of-words>","1",""
"81721","2020-09-15 08:04:44","0","35","<neural-network><overfitting><hyperparameter-tuning><regularization>","1",""
"81722","2020-09-15 08:12:39","0","95","<python><multiclass-classification><auc><roc>","1",""
"81725","2020-09-15 08:49:45","0","21","<tensorflow><cnn><ensemble-modeling>","0",""
"81727","2020-09-15 10:23:15","1","232","<nlp><transformer><attention-mechanism>","1",""
"81729","2020-09-15 10:33:39","1","21","<deep-learning><nlp><natural-language-process><question-answering>","0",""
"81730","2020-09-15 11:09:27","3","72","<deep-learning><regularization>","2",""
"81733","2020-09-15 12:40:04","0","14","<python><bigdata><colab>","0",""
"81736","2020-09-15 13:42:03","0","16","<machine-learning><python><svm>","1",""
"81737","2020-09-15 13:52:40","2","36","<dataset><data><anomaly-detection>","2",""
"81739","2020-09-15 14:47:26","0","23","<deep-learning><loss-function><image-segmentation>","0",""
"81740","2020-09-15 14:49:35","0","47","<neural-network><natural-language-process><pca><text-classification><tfidf>","1",""
"81741","2020-09-15 15:16:30","2","32","<data-cleaning><excel>","1","1"
"81750","2020-09-15 16:59:18","0","15","<machine-learning><text-mining><recommender-system><text-classification>","0",""
"81752","2020-09-15 17:46:31","1","10","<similarity><jaccard-coefficient>","0",""
"81753","2020-09-15 17:52:21","0","686","<machine-learning><python><svm>","1",""
"71398","2020-03-29 09:18:09","-2","8733","<pandas><class-imbalance>","1",""
"71399","2020-03-29 09:32:13","0","157","<neural-network><activation-function>","0","1"
"71404","2020-03-29 12:00:41","13","1980","<python><pandas><matplotlib><tableau>","3","4"
"71408","2020-03-29 14:24:17","0","154","<dataset><pandas><computer-vision><numpy><fastai>","1",""
"71409","2020-03-29 15:59:02","1","71","<classification><keras><logistic-regression><implementation>","1",""
"71410","2020-03-29 16:44:19","6","416","<random-forest><boosting><bagging>","1","1"
"71416","2020-03-29 20:10:42","1","151","<computer-vision><pytorch>","0",""
"71418","2020-03-29 20:38:02","1","20","<statistics><social-network-analysis>","0",""
"71419","2020-03-29 21:17:25","0","45","<python><r><anaconda>","0",""
"71421","2020-03-29 21:32:49","1","650","<machine-learning><scikit-learn><nlp><naive-bayes-classifier>","1",""
"71427","2020-03-30 06:40:47","1","104","<time-series><lstm><data-leakage>","0",""
"71429","2020-03-30 08:38:09","1","18","<recommender-system><python-3.x>","0",""
"71431","2020-03-30 09:34:53","1","18","<machine-learning><python><neural-network><deep-learning><classification>","1",""
"71432","2020-03-30 09:52:43","1","47","<regression><descriptive-statistics><mathematics><anova>","0",""
"71434","2020-03-30 10:10:36","2","18","<r><graphs><social-network-analysis>","0",""
"71439","2020-03-30 12:21:15","1","32","<python><pandas><data>","1",""
"71440","2020-03-30 12:49:18","0","14","<python><nlp><bert><openai-gpt>","0",""
"71443","2020-03-30 12:57:39","1","19","<reinforcement-learning><pytorch><actor-critic>","0",""
"71444","2020-03-30 13:42:52","0","19","<python><tensorflow><lstm><rnn>","0",""
"71446","2020-03-30 14:28:09","1","46","<time-series><cross-validation>","0",""
"71449","2020-03-30 15:56:48","1","10","<machine-learning><time-series><regression>","0",""
"71451","2020-03-30 17:08:39","1","107","<keras><tensorflow><predictive-modeling><text-classification>","1",""
"71452","2020-03-30 17:28:13","0","51","<r><dataframe>","1",""
"71454","2020-03-30 18:07:11","5","242","<pytorch><gan><image>","1",""
"71456","2020-03-30 18:26:58","1","18","<machine-learning><deep-learning><cnn><computer-vision><yolo>","0",""
"71459","2020-03-30 19:14:02","1","60","<machine-learning><statistics><linear-regression><optimization><gradient-descent>","0",""
"71460","2020-03-30 20:27:38","0","51","<linear-regression><seaborn>","0",""
"71461","2020-03-30 20:38:20","0","356","<python><keras><tensorflow>","0",""
"71462","2020-03-30 21:29:08","4","168","<python><seaborn>","0",""
"71463","2020-03-30 22:44:33","1","654","<apache-spark><apache-hadoop><pyspark><hive>","0",""
"71468","2020-03-31 02:41:04","1","11","<machine-learning><google>","0",""
"71471","2020-03-31 06:23:45","1","12","<machine-learning><python>","0",""
"71472","2020-03-31 06:29:26","0","25","<machine-learning><python><deep-learning><image-segmentation>","1",""
"71473","2020-03-31 06:51:30","0","30","<machine-learning><prediction>","0",""
"71474","2020-03-31 07:44:42","0","15","<optimization><hyperparameter-tuning><bayesian><bayesian-networks>","0",""
"71475","2020-03-31 08:17:01","1","15","<machine-learning><cross-validation>","0",""
"71477","2020-03-31 08:36:44","1","38","<python><pandas><visualization><market-basket-analysis>","0",""
"71478","2020-03-31 08:41:56","1","41","<keras><lstm>","0",""
"71480","2020-03-31 10:05:00","-1","15","<machine-learning><neural-network><deep-learning><cnn><convolution>","1",""
"71481","2020-03-31 10:32:33","1","2096","<python><keras><tensorflow><cnn>","1",""
"71482","2020-03-31 10:43:12","7","1755","<python>","3","2"
"81754","2020-09-15 18:23:24","0","30","<machine-learning><scikit-learn><training><accuracy>","2",""
"81762","2020-09-15 21:23:09","4","83","<machine-learning><classification><visualization><correlation>","2",""
"81764","2020-09-15 21:50:04","2","31","<machine-learning><python><scikit-learn><logistic-regression><gradient-descent>","1",""
"81775","2020-09-16 05:30:40","2","140","<neural-network><deep-learning><activation-function>","1","1"
"81778","2020-09-16 06:13:27","0","64","<deep-learning><cnn><image-classification><computer-vision><gaussian>","2",""
"81779","2020-09-16 06:32:12","2","64","<machine-learning><image-classification><computer-vision>","1",""
"81781","2020-09-16 06:37:27","1","14","<keras><tensorflow><regression><cnn>","0",""
"81783","2020-09-16 06:54:23","-1","32","<machine-learning><deep-learning><statistics><overfitting>","1",""
"81785","2020-09-16 07:37:25","1","32","<deep-learning><nlp><word-embeddings>","0",""
"81786","2020-09-16 07:45:30","1","18","<dataset><pandas><feature-selection><data-cleaning><data-analysis>","1","1"
"81792","2020-09-16 09:12:52","0","91","<nlp><bert>","0",""
"81794","2020-09-16 09:21:01","2","36","<classification>","1",""
"81796","2020-09-16 09:35:41","8","161","<classification><recurrent-neural-net>","3","1"
"81797","2020-09-16 09:35:46","0","34","<machine-learning><data-science-model><algorithms><text-classification>","1",""
"81798","2020-09-16 09:47:11","0","13","<neural-network><deep-learning><lstm><rnn><gru>","0",""
"81799","2020-09-16 10:23:12","1","41","<machine-learning><pandas><feature-selection><data-cleaning><missing-data>","1",""
"81804","2020-09-16 13:54:14","1","21","<clustering>","1",""
"81807","2020-09-16 14:08:42","0","24","<machine-learning><python><neural-network><deep-learning><cnn>","1",""
"81809","2020-09-16 14:47:44","0","16","<deep-learning><classification><image-classification><object-detection>","0",""
"81811","2020-09-16 14:52:47","1","69","<machine-learning><statistics><probability><bayesian>","1",""
"81812","2020-09-16 16:17:45","0","46","<tensorflow><word-embeddings>","0",""
"81813","2020-09-16 16:18:04","1","10","<machine-learning><deep-learning><cnn><image-classification><preprocessing>","0","0"
"81816","2020-09-16 16:41:33","1","74","<machine-learning><python>","1",""
"81818","2020-09-16 16:49:29","1","27","<deep-learning><keras><cnn><computer-vision><convolutional-neural-network>","1",""
"81819","2020-09-16 17:18:07","0","21","<python>","1",""
"81822","2020-09-16 17:42:11","0","10","<machine-learning><nlp><word2vec><context-vector>","0",""
"81824","2020-09-16 17:59:26","0","41","<classification><nlp><text><text-classification><text-generation>","3","1"
"81825","2020-09-16 18:13:14","0","32","<machine-learning><r><statistics><variance><bias>","0",""
"81826","2020-09-16 18:18:55","0","20","<machine-learning><statistics><ai>","0",""
"81829","2020-09-16 19:02:47","0","18","<deep-network><gradient><pruning>","0",""
"81830","2020-09-16 19:10:37","0","19","<scikit-learn><kernel><linear-algebra>","0",""
"81831","2020-09-16 19:18:07","0","31","<keras><tensorflow><autoencoder><vae>","0",""
"81834","2020-09-16 20:28:30","0","26","<neural-network><classification><mlp>","1",""
"81837","2020-09-16 21:16:09","1","23","<r><categorical-data>","0",""
"71484","2020-03-31 11:34:08","1","37","<visualization><plotting>","1",""
"71488","2020-03-31 12:51:11","1","32","<machine-learning><data-mining>","1",""
"71494","2020-03-31 13:48:47","1","66","<machine-learning><data-mining><clustering><statistics>","1",""
"71496","2020-03-31 14:02:22","1","30","<decision-trees><prediction><interpretation><shap>","0",""
"71499","2020-03-31 14:48:35","0","25","<r><sampling><smote>","0",""
"71500","2020-03-31 14:49:29","0","18","<apache-hadoop>","1",""
"71502","2020-03-31 15:18:16","0","59","<convolution><convolutional-neural-network>","0",""
"71503","2020-03-31 15:51:47","0","11","<probability><mse>","0",""
"71505","2020-03-31 16:22:46","1","22","<classification><dataset>","0",""
"71507","2020-03-31 17:10:57","0","7","<python><computer-vision><image>","0",""
"71511","2020-03-31 18:50:54","0","18","<time-series><linear-regression>","0",""
"71512","2020-03-31 19:31:52","0","74","<nlp><text-mining>","1",""
"71514","2020-03-31 20:13:24","0","4","<machine-learning><deep-learning><pytorch><generative-models>","0",""
"71515","2020-03-31 20:37:51","1","216","<scikit-learn><class-imbalance>","2",""
"71516","2020-03-31 21:09:19","0","8","<machine-learning><evaluation><metric>","0",""
"71518","2020-03-31 22:03:33","0","38","<hyperparameter><hyperparameter-tuning><bayesian><bayesian-networks><gaussian-process>","1",""
"71524","2020-03-31 23:55:57","1","23","<neural-network><deep-learning><optimization>","1",""
"71527","2020-04-01 00:47:32","0","305","<machine-learning><python><xgboost><feature-engineering><encoding>","1",""
"71528","2020-04-01 01:26:01","0","13","<visualization>","0",""
"71530","2020-04-01 05:36:54","0","54","<machine-learning><dataset><regression><machine-learning-model><data-science-model>","0",""
"71531","2020-04-01 05:43:40","0","21","<natural-language-process>","1",""
"71534","2020-04-01 07:54:14","0","43","<training><backpropagation><recurrent-neural-net>","0",""
"71535","2020-04-01 08:03:19","0","40","<machine-learning><neural-network><deep-learning><image-classification><image-recognition>","2",""
"71536","2020-04-01 08:27:11","1","556","<tensorflow>","2",""
"71539","2020-04-01 10:18:59","0","35","<classification><feature-scaling><encoding><categorical-encoding>","0",""
"71543","2020-04-01 11:45:35","0","39","<classification><time-series><regression>","1",""
"71544","2020-04-01 11:50:43","2","258","<neural-network><deep-learning><pytorch><deep-network>","0",""
"71545","2020-04-01 12:32:03","1","78","<neural-network><keras><reshape><multi-output>","1",""
"71546","2020-04-01 12:54:38","0","15","<machine-learning><expectation-maximization>","0",""
"71550","2020-04-01 14:27:11","1","43","<machine-learning><neural-network><deep-learning><classification><decision-trees>","1",""
"71551","2020-04-01 14:42:42","5","93","<machine-learning><algorithms><sequence>","2","2"
"71552","2020-04-01 14:51:02","0","8","<normalization>","0",""
"71553","2020-04-01 15:07:25","1","30","<machine-learning><regression><metric>","1",""
"71554","2020-04-01 15:10:00","0","65","<machine-learning><predictive-modeling><statistics>","1",""
"71557","2020-04-01 16:17:14","1","29","<machine-learning><deep-learning><cnn><computer-vision>","0",""
"71558","2020-04-01 17:14:29","1","240","<machine-learning><nlp><multilabel-classification><text-classification>","2","1"
"71560","2020-04-01 17:44:13","1","21","<python><deep-learning><keras><nlp><convolutional-neural-network>","0",""
"71562","2020-04-01 18:18:59","0","281","<neural-network><keras><training><image-preprocessing><convolutional-neural-network>","0",""
"71563","2020-04-01 18:36:07","1","20","<probability>","2",""
"71564","2020-04-01 18:49:11","0","149","<nlp><natural-language-process><spacy><implementation>","1",""
"71566","2020-04-01 19:06:07","0","25","<python>","2",""
"81844","2020-09-17 05:08:34","0","17","<probability><distribution><variance><normal><mean>","0",""
"81846","2020-09-17 07:26:36","0","274","<machine-learning><xgboost><lightgbm>","2",""
"81851","2020-09-17 10:03:45","0","42","<machine-learning><python><feature-engineering>","0",""
"81852","2020-09-17 10:15:31","0","84","<r>","1",""
"81853","2020-09-17 10:49:46","1","23","<machine-learning><reinforcement-learning><matrix>","1",""
"81856","2020-09-17 11:29:57","0","104","<machine-learning><dataset><data><image-classification><image>","1",""
"81857","2020-09-17 13:18:11","-1","38","<machine-learning><image-classification><machine-learning-model><computer-vision><image-recognition>","2",""
"81861","2020-09-17 13:51:00","2","32","<machine-learning>","1",""
"81862","2020-09-17 13:54:20","2","33","<feature-selection><text-mining><feature-extraction>","1",""
"81863","2020-09-17 14:06:00","1","51","<data><data-analysis><dummy-variables>","2",""
"81866","2020-09-17 14:30:47","0","34","<machine-learning><classification><machine-learning-model><overfitting><k-nn>","1",""
"81868","2020-09-17 14:39:08","0","587","<python><pandas><dataframe><python-3.x>","0",""
"81872","2020-09-17 16:37:41","1","29","<python><pytorch><sampling><scipy>","1",""
"81875","2020-09-17 19:54:41","1","36","<machine-learning><classification><machine-learning-model>","1",""
"81876","2020-09-17 19:55:55","1","31","<svm><k-nn>","1",""
"81881","2020-09-17 23:45:55","0","21","<deep-learning><computer-vision>","1",""
"81884","2020-09-18 02:44:30","0","13","<neural-network><deep-learning><keras><loss-function>","0",""
"81885","2020-09-18 03:57:46","0","15","<r><time-series><categorical-data><forecast>","0",""
"81888","2020-09-18 04:35:59","0","34","<python><opencv>","0",""
"81889","2020-09-18 04:52:39","1","38","<gpu><google-cloud-platform>","2",""
"81891","2020-09-18 06:15:58","1","29","<lstm><data><autoencoder><anomaly-detection>","1",""
"81893","2020-09-18 06:44:31","1","25","<machine-learning><data-cleaning><missing-data><kaggle>","1",""
"81895","2020-09-18 08:35:33","-3","33","<python><numpy>","1",""
"81897","2020-09-18 09:09:43","2","31","<machine-learning><data-cleaning><k-nn><data-imputation>","2",""
"81900","2020-09-18 09:28:04","0","10","<python><keras><loss-function><multiclass-classification>","0",""
"81901","2020-09-18 09:34:26","0","20","<machine-learning><deep-learning><keras><time-series>","0",""
"81902","2020-09-18 09:36:57","1","19","<regression><decision-trees>","1",""
"81903","2020-09-18 10:06:00","1","36","<python><time-series><predictive-modeling>","0",""
"81904","2020-09-18 11:06:55","3","55","<neural-network><regression><predictive-modeling><mlp>","1","1"
"81910","2020-09-18 13:54:33","1","44","<python><classification><svm><machine-learning-model>","0","0"
"81913","2020-09-18 16:01:07","1","45","<dataset><math>","2","1"
"81914","2020-09-18 16:08:44","0","186","<machine-learning><python><scikit-learn><svm>","3",""
"81915","2020-09-18 16:22:47","0","68","<time-series><forecasting>","0",""
"81917","2020-09-18 16:45:36","0","41","<machine-learning><scikit-learn><data-cleaning><missing-data><data-imputation>","1",""
"81918","2020-09-18 17:01:17","2","71","<python><r><data-mining><sequential-pattern-mining>","0",""
"71576","2020-04-01 23:17:23","2","712","<scikit-learn><regression><xgboost><loss-function><lightgbm>","1","1"
"71577","2020-04-01 23:27:17","0","17","<pandas>","1",""
"71580","2020-04-02 00:20:06","0","13","<deep-learning><keras><loss-function>","0",""
"71581","2020-04-02 00:22:37","0","306","<deep-learning><keras><loss-function>","1",""
"71583","2020-04-02 01:03:59","0","31","<neural-network><deep-learning><image-classification><computer-vision><image-recognition>","1",""
"71591","2020-04-02 06:32:22","1","22","<time-series>","0",""
"71592","2020-04-02 06:33:38","0","27","<embeddings>","1",""
"71593","2020-04-02 08:18:42","0","216","<neural-network><keras><tensorflow><cnn><training>","1",""
"71594","2020-04-02 08:26:55","0","441","<lstm><performance>","1",""
"71602","2020-04-02 11:00:55","0","36","<machine-learning><neural-network><gpu><hardware><cuda>","1",""
"71606","2020-04-02 11:57:56","1","83","<machine-learning><deep-learning><optimization><variance><math>","1",""
"71607","2020-04-02 12:03:57","0","17","<python><python-3.x>","3",""
"71610","2020-04-02 12:29:02","1","31","<deep-learning><cnn><pytorch><accuracy><graphs>","0",""
"71613","2020-04-02 12:43:12","0","8","<machine-learning><math>","0",""
"71615","2020-04-02 13:06:55","1","45","<lda>","2",""
"71616","2020-04-02 14:05:11","1","28","<neural-network><statistics>","1",""
"71619","2020-04-02 14:24:19","1","257","<deep-learning><computer-vision><gradient-descent><implementation>","0",""
"71620","2020-04-02 15:33:40","1","89","<python><feature-engineering><categorical-data><categorical-encoding>","0","1"
"71621","2020-04-02 15:35:38","1","8","<machine-learning><training><ensemble-modeling><ensemble>","0",""
"71627","2020-04-02 16:33:26","1","31","<machine-learning-model>","1",""
"71630","2020-04-02 16:55:18","1","51","<keras><tensorflow><cnn><google><colab>","1",""
"71635","2020-04-02 17:57:24","1","14","<deep-learning><dataset><feature-selection><feature-engineering><feature-scaling>","0",""
"71636","2020-04-02 18:12:43","0","38","<python><dataset><data><data-cleaning><pca>","1",""
"71638","2020-04-02 18:30:22","0","25","<clustering><distance>","1",""
"71639","2020-04-02 19:12:36","1","195","<predictive-modeling>","1",""
"71640","2020-04-02 19:25:45","2","20","<clustering><algorithms><feature-extraction>","0","1"
"71641","2020-04-02 19:31:23","1","11","<bigdata><optimization><genetic-algorithms>","0",""
"71644","2020-04-02 20:29:18","0","46","<python><nlp><bert><transformer>","0",""
"71647","2020-04-02 20:46:35","0","30","<data><named-entity-recognition><text-generation>","1",""
"71649","2020-04-02 21:21:09","1","90","<machine-learning><lstm><natural-language-process><text><doc2vec>","1",""
"71652","2020-04-02 23:51:41","-1","54","<dataset><research><ridge-regression>","1",""
"71653","2020-04-03 00:05:34","0","10","<data-mining><statistics><preprocessing><distribution><multivariate-distribution>","0",""
"71658","2020-04-03 03:15:50","1","44","<convolution><transformer><attention-mechanism><research>","2",""
"71659","2020-04-03 06:30:47","1","62","<object-detection><yolo>","1",""
"71660","2020-04-03 07:02:05","0","69","<machine-learning><keras><tensorflow><metric>","0",""
"71661","2020-04-03 07:22:27","0","4","<k-means><clusters>","0",""
"71663","2020-04-03 07:34:44","1","529","<python><linear-regression><python-3.x>","1",""
"71664","2020-04-03 07:36:00","1","16","<python><neural-network><deep-learning>","0",""
"71666","2020-04-03 08:13:02","0","12","<clustering><lda><search-engine><bayesian-nonparametric>","0",""
"71672","2020-04-03 10:37:33","1","69","<svm><loss-function><kernel>","0","1"
"71673","2020-04-03 11:19:04","1","17","<neural-network><deep-learning><pytorch><multitask-learning>","0",""
"71674","2020-04-03 11:39:24","1","13","<regression><lstm><overfitting>","0",""
"71675","2020-04-03 12:00:46","1","36","<xgboost><categorical-data><one-hot-encoding><chi-square-test>","0",""
"71678","2020-04-03 13:33:20","4","87","<decision-trees>","1",""
"71679","2020-04-03 13:39:19","1","54","<machine-learning><feature-engineering><similarity><distribution><variance>","1",""
"71681","2020-04-03 14:16:25","1","20","<machine-learning><tensorflow><cross-validation><loss-function><gpu>","0",""
"71683","2020-04-03 15:49:15","0","175","<cnn><encoding><transformer><math>","1",""
"71684","2020-04-03 16:16:33","2","54","<predictive-modeling><statistics><prediction><linear-algebra>","1",""
"81922","2020-09-18 18:15:24","0","81","<python><gridsearchcv><hashing-trick>","1",""
"81923","2020-09-18 18:38:42","0","41","<neural-network><machine-learning-model><convolution>","1",""
"81930","2020-09-18 23:37:03","0","30","<python><statistics><correlation><pearsons-correlation-coefficient>","1",""
"81931","2020-09-18 23:37:39","0","35","<machine-learning><scikit-learn><tensorflow>","2",""
"81935","2020-09-19 02:36:43","0","13","<loss-function><pytorch><multilabel-classification>","0",""
"81938","2020-09-19 06:09:43","0","40","<machine-learning><python><deep-learning><classification><keras>","1",""
"81942","2020-09-19 08:12:02","1","54","<python><logistic-regression><machine-learning-model><multiclass-classification>","1",""
"81943","2020-09-19 09:15:40","-1","43","<machine-learning><neural-network><deep-learning><derivation>","1",""
"81947","2020-09-19 10:09:39","1","70","<deep-learning><word2vec><categorical-encoding>","0",""
"81948","2020-09-19 10:15:08","1","18","<machine-learning><classification><regression><statistics>","1",""
"81949","2020-09-19 10:19:23","0","1855","<machine-learning><python><deep-learning><keras><tensorflow>","0",""
"81951","2020-09-19 10:42:23","0","40","<machine-learning><accuracy><hyperparameter-tuning><hyperparameter><gridsearchcv>","0",""
"81953","2020-09-19 10:56:22","0","23","<neural-network><regression>","1",""
"81961","2020-09-19 13:15:52","0","104","<machine-learning><python><predictive-modeling><hyperparameter-tuning>","1",""
"81962","2020-09-19 13:29:37","0","41","<pandas><numpy>","1",""
"81963","2020-09-19 13:42:30","3","110","<xgboost><ensemble-modeling><gbm><ensemble-learning>","1",""
"81967","2020-09-19 15:42:46","2","19","<python><neural-network><deep-learning><keras><python-3.x>","1",""
"81969","2020-09-19 16:27:39","1","41","<python><predictive-modeling><logistic-regression><sampling><smote>","0","0"
"81970","2020-09-19 17:01:43","1","63","<machine-learning><xgboost><ensemble-modeling><ensemble-learning>","1",""
"81971","2020-09-19 18:14:13","2","14","<neural-network><cnn><reinforcement-learning>","0",""
"81972","2020-09-19 18:16:52","-1","42","<machine-learning><machine-learning-model><training><ai><interpretation>","1",""
"81974","2020-09-19 18:42:42","1","49","<recurrent-neural-net>","1",""
"81979","2020-09-19 21:50:01","0","23","<neural-network><deep-learning><optimization><backpropagation><learning-rate>","1",""
"81980","2020-09-19 22:32:04","-2","63","<neural-network><data-mining><linear-regression><cross-validation><data-science-model>","1",""
"81988","2020-09-20 08:22:21","4","100","<mean>","1","1"
"81991","2020-09-20 09:42:04","1","26","<normalization><feature-scaling><embeddings>","0",""
"81995","2020-09-20 12:22:32","0","36","<dataset><statistics><data-analysis><descriptive-statistics>","1",""
"81998","2020-09-20 14:26:38","1","30","<deep-learning><cnn><early-stopping>","1",""
"82000","2020-09-20 15:25:21","3","47","<machine-learning><deep-learning>","1",""
"82001","2020-09-20 15:42:04","0","43","<python><classification><clustering><predictive-modeling><bert>","0",""
"82003","2020-09-20 16:12:53","4","54","<machine-learning><neural-network><regression><machine-learning-model><neural>","1",""
"82006","2020-09-20 20:01:13","0","110","<xgboost><boosting><lightgbm>","0",""
"82012","2020-09-21 02:55:52","6","81","<machine-learning><python><xgboost><overfitting><classifier>","1","1"
"82013","2020-09-21 03:58:51","2","18","<machine-learning><regression><linear-regression><linear-algebra><derivation>","0","1"
"82014","2020-09-21 04:01:27","1","54","<scikit-learn><random-forest><prediction><one-hot-encoding>","1",""
"82017","2020-09-21 06:37:37","1","10","<dataset><cnn><multiclass-classification><convolutional-neural-network><permutation-test>","0",""
"82018","2020-09-21 06:42:23","1","40","<machine-learning><python><scikit-learn><random-forest><accuracy>","0",""
"82019","2020-09-21 06:48:00","2","27","<classification><random-forest><decision-trees><bagging>","1",""
"82021","2020-09-21 08:31:40","1","62","<feature-scaling><categorical-encoding><semantic-similarity>","1",""
"82022","2020-09-21 09:53:50","1","33","<classification><scikit-learn><machine-learning-model>","1",""
"82025","2020-09-21 11:07:51","0","205","<scikit-learn><svm><multilabel-classification>","0",""
"82026","2020-09-21 11:34:02","0","41","<speech-to-text>","0",""
"82028","2020-09-21 12:25:22","2","198","<python><scikit-learn><xgboost><optimization>","4",""
"82036","2020-09-21 15:42:14","0","13","<keras><machine-learning-model><epochs>","0",""
"82037","2020-09-21 15:48:32","1","48","<feature-selection><svm><rfe>","1",""
"82039","2020-09-21 16:12:39","1","38","<python><time-series><forecasting><multivariate-distribution>","0",""
"82040","2020-09-21 16:37:16","0","34","<machine-learning><python><numpy><matlab><matrix>","1",""
"71688","2020-04-03 17:11:58","1","80","<algorithms><k-means>","1",""
"71689","2020-04-03 18:02:07","0","48","<classification><scikit-learn><binary>","1",""
"71692","2020-04-03 18:32:11","1","268","<lstm><data>","1",""
"71698","2020-04-03 19:58:50","0","18","<matplotlib><plotting><python-3.x>","1",""
"71699","2020-04-03 19:59:03","0","66","<image-classification><image-preprocessing><data-augmentation>","1",""
"71705","2020-04-04 02:10:22","0","130","<visualization><matplotlib><seaborn><python-3.x>","1",""
"71709","2020-04-04 06:42:34","1","190","<visualization>","1","1"
"71710","2020-04-04 07:48:10","0","225","<python><confusion-matrix>","1",""
"71715","2020-04-04 09:34:34","1","42","<clustering><word-embeddings><weighted-data><structured-data>","1",""
"71716","2020-04-04 10:45:18","5","384","<python><xgboost><regularization>","2",""
"71719","2020-04-04 11:50:35","2","96","<colab><learning><torch>","1",""
"71723","2020-04-04 14:11:56","0","55","<regression><pearsons-correlation-coefficient>","1",""
"71724","2020-04-04 14:54:06","2","906","<neural-network><deep-learning><tensorflow><python-3.x>","1","1"
"71726","2020-04-04 15:29:01","0","1378","<deep-learning><keras><feature-extraction><transfer-learning>","1",""
"71729","2020-04-04 16:22:03","2","25","<machine-learning><deep-learning><reinforcement-learning>","0",""
"71731","2020-04-04 16:34:56","1","58","<classification><decision-trees><logistic-regression><missing-data>","2",""
